DATE,DEPTH,NH4
1998-07-22,500,0.04
1998-07-22,1500,0.01
1998-07-22,100,0.08
1998-07-22,1000,0.06
1998-07-22,2000,0.09
1998-07-29,1000,0.04
1998-07-29,300,
1998-07-29,2500,2.83
1998-07-29,200,
1998-07-29,2000,0.08
1998-07-29,100,0.08
1998-07-29,500,0.04
1998-07-29,1500,0.04
1998-08-11,1000,0.09
1998-08-11,100,0.11
1998-08-11,500,0.1
1998-08-11,200,
1998-08-11,2500,1.66
1998-08-11,300,
1998-08-11,1500,0.06
1998-08-11,2000,0.07
1998-08-19,1500,0.06
1998-08-19,200,
1998-08-19,2000,0.1
1998-08-19,300,
1998-08-19,2500,1.73
1998-08-19,500,0.06
1998-08-19,1000,0.03
1998-08-19,100,0.07
1998-08-26,1000,
1998-08-26,1500,
1998-08-26,2500,
1998-08-26,200,
1998-08-26,2000,
1998-08-26,500,
1998-08-26,300,
1998-08-26,100,2.85
1998-09-01,2000,21.5
1998-09-01,1500,7.8
1998-09-01,500,1.88
1998-09-01,1000,2.26
1998-09-01,100,0.77
1998-09-08,200,
1998-09-08,500,0.1
1998-09-08,1900,0.12
1998-09-08,300,
1998-09-08,100,0.08
1998-09-08,2400,3.97
1998-09-08,1400,0.1
1998-09-08,900,0.11
1998-09-16,200,
1998-09-16,2000,0.03
1998-09-16,1500,0.02
1998-09-16,500,0.03
1998-09-16,2500,9.55
1998-09-16,1000,0.03
1998-09-16,300,
1998-09-16,100,0.0
1998-09-21,2000,0.07
1998-09-21,100,0.17
1998-09-21,300,
1998-09-21,1500,0.12
1998-09-21,500,0.13
1998-09-21,200,
1998-09-21,1000,0.1
1998-09-21,2500,16.3
1998-10-15,2500,2.65
1998-10-15,100,1.56
1998-10-15,2000,1.8
1998-10-15,509,1.48
1998-10-15,300,
1998-10-15,1000,1.38
1998-10-15,1500,1.53
1998-10-15,200,
1998-11-03,1510,1.88
1998-11-03,200,
1998-11-03,110,0.15
1998-11-03,2500,3.47
1998-11-03,300,
1998-11-03,2000,2.55
1998-11-03,509,0.17
1998-11-03,1010,0.27
1998-12-08,300,
1998-12-08,1000,0.82
1998-12-08,2500,10.04
1998-12-08,2000,2.11
1998-12-08,200,
1998-12-08,500,0.77
1998-12-08,1500,0.81
1998-12-08,100,0.95
1999-01-26,2000,2.7
1999-01-26,1500,2.51
1999-01-26,2500,3.6
1999-01-26,500,1.73
1999-01-26,100,1.69
1999-01-26,1000,2.05
1999-02-12,1500,0.87
1999-02-12,2500,2.44
1999-02-12,1000,0.7
1999-02-12,2000,1.77
1999-02-12,500,0.64
1999-02-12,100,0.72
1999-03-25,100,0.11
1999-03-25,1000,0.25
1999-03-25,500,0.05
1999-03-25,2500,4.47
1999-03-25,2000,0.72
1999-03-25,1500,0.43
1999-04-27,500,2.36
1999-04-27,2500,7.68
1999-04-27,1000,1.24
1999-04-27,2000,5.14
1999-04-27,100,2.3
1999-04-27,1500,2.53
1999-05-25,2000,4.54
1999-05-25,500,0.15
1999-05-25,2500,28.6
1999-05-25,1500,0.93
1999-05-25,100,0.05
1999-05-25,1000,0.06
1999-06-18,2000,1.28
1999-06-18,2500,0.6
1999-06-18,100,0.07
1999-06-18,1000,0.11
1999-06-18,500,0.18
1999-06-18,1500,0.12
1999-07-15,1000,0.01
1999-07-15,100,0.07
1999-07-15,500,0.05
1999-07-15,2000,0.05
1999-07-15,1500,0.06
1999-07-15,2500,0.95
1999-08-17,500,0.02
1999-08-17,1000,0.04
1999-08-17,1500,0.05
1999-08-17,100,0.07
1999-08-17,2500,4.25
1999-08-17,2000,0.02
1999-09-17,1000,0.1
1999-09-17,100,0.15
1999-09-17,1500,0.06
1999-09-17,500,0.08
1999-09-17,2000,0.06
1999-09-17,2500,6.41
1999-10-18,500,0.2
1999-10-18,2500,6.59
1999-10-18,1000,0.05
1999-10-18,2000,4.56
1999-10-18,1500,5.19
1999-10-18,100,0.32
1999-11-16,100,0.08
1999-11-16,2000,1.02
1999-11-16,2500,7.7
1999-11-16,500,0.09
1999-11-16,1500,0.09
1999-11-16,1000,0.03
1999-12-15,1000,4.17
1999-12-15,2000,4.44
1999-12-15,2500,2.9
1999-12-15,500,4.29
1999-12-15,1500,4.26
1999-12-15,100,4.54
2000-01-18,2500,4.84
2000-01-18,1000,4.84
2000-01-18,100,4.99
2000-01-18,1500,4.93
2000-01-18,500,4.95
2000-01-18,2000,4.9
2000-02-08,2500,5.81
2000-02-08,500,5.68
2000-02-08,1000,5.57
2000-02-08,1500,5.88
2000-02-08,100,5.54
2000-02-08,2000,5.74
2000-03-15,1500,2.55
2000-03-15,1000,2.95
2000-03-15,500,2.77
2000-03-15,100,3.22
2000-03-15,2500,2.19
2000-03-15,2000,2.45
2000-04-17,100,0.57
2000-04-17,500,0.45
2000-04-17,2000,4.89
2000-04-17,1500,2.85
2000-04-17,1000,0.72
2000-04-17,2500,5.72
2000-05-17,1000,0.01
2000-05-17,1500,0.02
2000-05-17,100,0.05
2000-05-17,2500,7.05
2000-05-17,2000,2.73
2000-05-17,500,0.06
2000-06-28,2500,0.46
2000-06-28,100,0.08
2000-06-28,2000,0.06
2000-06-28,1500,0.09
2000-06-28,1000,0.06
2000-06-28,500,0.07
2000-07-12,1500,0.08
2000-07-12,2500,0.73
2000-07-12,100,0.15
2000-07-12,1000,0.03
2000-07-12,500,0.1
2000-07-12,2000,0.09
2000-08-08,1500,0.04
2000-08-08,2000,0.03
2000-08-08,500,0.02
2000-08-08,2500,0.58
2000-08-08,100,0.03
2000-08-08,1000,0.06
2000-09-27,1500,0.23
2000-09-27,1000,0.04
2000-09-27,2000,1.35
2000-09-27,2500,8.14
2000-09-27,100,0.04
2000-09-27,500,0.02
2000-10-24,2500,11.8
2000-10-24,1000,0.09
2000-10-24,2000,3.91
2000-10-24,1500,0.46
2000-10-24,500,0.04
2000-10-24,100,0.21
2000-11-28,1000,1.38
2000-11-28,100,1.26
2000-11-28,1500,1.22
2000-11-28,2500,9.56
2000-11-28,500,1.4
2000-11-28,2000,1.81
2000-12-18,2500,4.62
2000-12-18,1500,3.13
2000-12-18,1000,2.48
2000-12-18,100,1.28
2000-12-18,2000,3.68
2000-12-18,500,1.15
2001-01-16,500,1.66
2001-01-16,1500,1.2
2001-01-16,2000,3.26
2001-01-16,1000,1.05
2001-01-16,2500,4.72
2001-01-16,100,1.7
2001-02-15,500,0.71
2001-02-15,2000,2.28
2001-02-15,1000,0.68
2001-02-15,1500,1.22
2001-02-15,2500,3.26
2001-02-15,100,0.58
2001-03-13,2000,2.09
2001-03-13,500,0.19
2001-03-13,1500,0.9
2001-03-13,1000,0.23
2001-03-13,100,0.24
2001-03-13,2500,2.03
2001-04-18,1000,0.01
2001-04-18,2500,11.09
2001-04-18,500,0.11
2001-04-18,100,0.18
2001-04-18,2000,0.75
2001-04-18,1500,0.11
2001-05-31,2000,5.28
2001-05-31,1000,0.12
2001-05-31,1500,0.1
2001-05-31,100,0.08
2001-05-31,2500,6.98
2001-05-31,500,0.1
2001-06-28,500,0.13
2001-06-28,2500,6.14
2001-06-28,1500,0.3
2001-06-28,1000,0.07
2001-06-28,100,0.27
2001-06-28,2000,0.2
2001-07-11,100,0.28
2001-07-11,500,0.21
2001-07-11,2000,0.23
2001-07-11,2500,3.13
2001-07-11,1500,0.11
2001-07-11,1000,0.25
2001-08-09,500,2.25
2001-08-09,1500,0.05
2001-08-09,100,5.46
2001-08-09,1000,0.32
2001-08-09,2000,0.23
2001-08-09,2500,0.8
2001-09-10,100,0.3
2001-09-10,1500,0.07
2001-09-10,500,0.16
2001-09-10,1000,0.1
2001-09-10,2000,0.24
2001-09-10,2500,17.1
2001-10-16,1000,0.15
2001-10-16,2500,33.1
2001-10-16,100,0.07
2001-10-16,2000,1.52
2001-10-16,1500,0.07
2001-10-16,500,0.18
2001-11-06,2500,0.93
2001-11-06,2000,1.04
2001-11-06,1000,1.61
2001-11-06,100,30.3
2001-11-06,1500,1.21
2001-11-06,500,8.65
2001-12-13,500,6.52
2001-12-13,1000,3.54
2001-12-13,1500,1.45
2001-12-13,2000,1.36
2001-12-13,2500,1.38
2001-12-13,100,10.17
2002-01-08,100,1.87
2002-01-08,500,2.0
2002-01-08,1500,3.16
2002-01-08,1000,2.21
2002-01-08,2000,5.64
2002-01-08,2500,10.73
2002-02-21,2500,2.36
2002-02-21,2000,1.37
2002-02-21,500,1.27
2002-02-21,100,1.26
2002-02-21,1500,1.29
2002-02-21,1000,1.37
2002-03-11,2500,0.97
2002-03-11,500,0.41
2002-03-11,100,0.58
2002-03-11,2000,0.48
2002-03-11,1500,0.59
2002-03-11,1000,0.49
2002-04-10,1500,0.07
2002-04-10,2500,1.4
2002-04-10,2000,0.49
2002-04-10,500,0.14
2002-04-10,100,0.19
2002-04-10,1000,0.11
2002-05-21,2000,7.24
2002-05-21,100,0.17
2002-05-21,2500,10.88
2002-05-21,1500,0.08
2002-05-21,1000,0.14
2002-05-21,500,0.16
2002-06-18,100,0.64
2002-06-18,500,0.67
2002-06-18,1000,0.61
2002-06-18,2000,0.88
2002-06-18,2500,0.67
2002-06-18,1500,0.7
2002-07-09,1500,0.07
2002-07-09,2000,1.25
2002-07-09,500,0.02
2002-07-09,2500,5.74
2002-07-09,100,0.14
2002-07-09,1000,0.05
2002-08-20,2500,15.05
2002-08-20,100,0.4
2002-08-20,500,0.04
2002-08-20,1500,0.05
2002-08-20,1000,0.19
2002-08-20,2000,0.13
2002-09-17,500,1.47
2002-09-17,2500,9.47
2002-09-17,100,1.54
2002-09-17,1000,1.32
2002-09-17,2000,6.9
2002-09-17,1500,1.25
2002-10-15,1000,0.94
2002-10-15,1500,2.17
2002-10-15,2500,29.6
2002-10-15,100,0.3
2002-10-15,500,0.25
2002-10-15,2000,15.0
2002-11-19,1000,0.78
2002-11-19,500,0.68
2002-11-19,1500,1.09
2002-11-19,2500,17.6
2002-11-19,2000,16.95
2002-11-19,100,0.75
2002-12-17,1000,4.25
2002-12-17,2500,4.27
2002-12-17,2000,3.91
2002-12-17,100,4.23
2002-12-17,1500,4.19
2002-12-17,500,3.95
2003-01-23,1500,2.17
2003-01-23,100,3.98
2003-01-23,1000,2.38
2003-01-23,2000,1.62
2003-01-23,500,3.4
2003-01-23,2500,1.96
2003-02-18,100,0.12
2003-02-18,500,0.23
2003-02-18,1000,0.08
2003-02-18,2500,2.33
2003-02-18,1500,1.06
2003-02-18,2000,1.86
2003-03-11,2500,0.36
2003-03-11,100,0.26
2003-03-11,500,0.25
2003-03-11,2000,0.25
2003-03-11,1500,0.12
2003-03-11,1000,0.1
2003-04-24,100,0.24
2003-04-24,2500,4.3
2003-04-24,500,0.25
2003-04-24,1500,0.28
2003-04-24,2000,1.19
2003-04-24,1000,0.24
2003-05-13,1500,0.43
2003-05-13,2000,2.03
2003-05-13,500,0.25
2003-05-13,1000,0.22
2003-05-13,2500,4.27
2003-05-13,100,0.2
2003-06-17,2500,1.4
2003-06-17,500,0.11
2003-06-17,100,0.29
2003-06-17,2000,0.22
2003-06-17,1500,0.15
2003-06-17,1000,0.05
2003-07-15,2000,0.33
2003-07-15,1500,0.24
2003-07-15,1000,0.17
2003-07-15,2500,1.58
2003-07-15,100,0.27
2003-07-15,500,0.22
2003-08-13,500,0.15
2003-08-13,100,0.1
2003-08-13,1500,0.12
2003-08-13,2500,6.18
2003-08-13,2000,0.05
2003-08-13,1000,0.16
2003-09-08,1000,0.23
2003-09-08,2500,17.4
2003-09-08,500,0.2
2003-09-08,1500,0.18
2003-09-08,2000,0.07
2003-09-08,100,0.22
2003-10-14,2500,22.25
2003-10-14,2000,8.18
2003-10-14,500,0.18
2003-10-14,1000,0.05
2003-10-14,100,0.25
2003-10-14,1500,0.11
2003-11-12,1500,2.22
2003-11-12,500,0.78
2003-11-12,2500,5.7
2003-11-12,2000,4.76
2003-11-12,100,0.99
2003-11-12,1000,0.79
2003-12-04,1000,3.07
2003-12-04,2500,14.65
2003-12-04,500,1.68
2003-12-04,2000,5.52
2003-12-04,1500,3.79
2003-12-04,100,1.72
2004-01-20,2500,2.89
2004-01-20,1500,1.18
2004-01-20,500,1.1
2004-01-20,1000,1.01
2004-01-20,100,1.05
2004-01-20,2000,1.37
2004-02-18,1000,0.16
2004-02-18,500,0.16
2004-02-18,2500,3.32
2004-02-18,100,0.12
2004-02-18,1500,0.26
2004-02-18,2000,1.59
2004-03-16,100,0.17
2004-03-16,2000,0.35
2004-03-16,2500,0.27
2004-03-16,1500,0.23
2004-03-16,1000,0.25
2004-03-16,500,0.19
2004-04-15,2500,3.91
2004-04-15,1000,0.1
2004-04-15,100,0.04
2004-04-15,1500,0.06
2004-04-15,500,0.14
2004-04-15,2000,0.18
2004-05-11,500,0.12
2004-05-11,2000,3.34
2004-05-11,100,0.19
2004-05-11,1500,0.08
2004-05-11,2500,16.65
2004-05-11,1000,0.1
2004-06-21,1500,2.57
2004-06-21,2500,5.69
2004-06-21,500,0.3
2004-06-21,2000,4.42
2004-06-21,1000,1.3
2004-06-21,100,0.17
2004-07-13,1000,0.05
2004-07-13,2500,6.17
2004-07-13,500,0.11
2004-07-13,1500,0.38
2004-07-13,2000,3.02
2004-07-13,100,0.15
2004-08-10,2000,0.97
2004-08-10,500,1.2
2004-08-10,1500,0.94
2004-08-10,1000,1.81
2004-08-10,2500,1.33
2004-08-10,100,1.34
2004-09-13,1000,0.14
2004-09-13,1500,0.1
2004-09-13,100,0.05
2004-09-13,2000,0.02
2004-09-13,2500,0.02
2004-09-13,500,0.13
2004-10-13,1000,0.96
2004-10-13,500,0.16
2004-10-13,2000,2.71
2004-10-13,2500,4.34
2004-10-13,1500,2.77
2004-10-13,100,0.12
2004-11-09,2500,9.94
2004-11-09,2000,2.46
2004-11-09,100,0.01
2004-11-09,1500,0.79
2004-11-09,1000,0.11
2004-11-09,500,0.0
2004-12-15,500,0.98
2004-12-15,2500,13.3
2004-12-15,100,1.2
2004-12-15,2000,1.04
2004-12-15,1000,1.01
2004-12-15,1500,1.13
2005-01-18,100,1.88
2005-01-18,2000,1.28
2005-01-18,2500,1.3
2005-01-18,500,1.82
2005-01-18,1000,1.73
2005-01-18,1500,1.62
2005-02-22,1500,0.71
2005-02-22,2500,3.86
2005-02-22,1000,0.18
2005-02-22,500,0.34
2005-02-22,2000,2.11
2005-02-22,100,0.77
2005-03-29,1500,0.2
2005-03-29,2000,0.1
2005-03-29,500,0.22
2005-03-29,1000,0.15
2005-03-29,2500,5.19
2005-03-29,100,0.29
2005-04-26,1000,0.31
2005-04-26,100,0.41
2005-04-26,500,0.3
2005-04-26,2500,8.69
2005-04-26,2000,9.43
2005-04-26,1500,0.2
2005-05-20,500,0.2
2005-05-20,2500,4.92
2005-05-20,2000,4.96
2005-05-20,1000,8.12
2005-05-20,100,0.08
2005-05-20,1500,3.65
2005-06-21,2500,0.51
2005-06-21,100,0.26
2005-06-21,2000,0.01
2005-06-21,1000,0.22
2005-06-21,1500,0.21
2005-06-21,500,0.25
2005-07-28,100,0.25
2005-07-28,1000,0.47
2005-07-28,500,0.27
2005-07-28,2500,0.58
2005-07-28,2000,0.37
2005-07-28,1500,0.33
2005-08-11,2000,1.51
2005-08-11,1000,0.12
2005-08-11,1500,0.1
2005-08-11,100,0.11
2005-08-11,2500,2.5
2005-08-11,500,0.15
2005-09-14,1500,0.23
2005-09-14,2500,10.65
2005-09-14,100,0.19
2005-09-14,1000,0.15
2005-09-14,2000,0.32
2005-09-14,500,0.07
2005-10-26,500,0.09
2005-10-26,2000,5.12
2005-10-26,2500,40.95
2005-10-26,100,0.09
2005-10-26,1000,0.12
2005-10-26,1500,0.31
2005-11-15,500,4.37
2005-11-15,1500,6.15
2005-11-15,1000,5.87
2005-11-15,2000,5.72
2005-11-15,100,4.86
2005-11-15,2500,3.06
2005-12-13,2000,3.94
2005-12-13,100,0.48
2005-12-13,1500,1.3
2005-12-13,2500,13.0
2005-12-13,500,0.48
2005-12-13,1000,1.21
2006-01-17,1500,1.75
2006-01-17,100,9.35
2006-01-17,1000,2.98
2006-01-17,2500,1.15
2006-01-17,2000,1.11
2006-01-17,500,5.61
2006-02-14,100,0.2
2006-02-14,2000,2.2
2006-02-14,1500,0.87
2006-02-14,1000,0.06
2006-02-14,2500,5.02
2006-02-14,500,0.23
2006-03-14,1000,0.05
2006-03-14,500,0.03
2006-03-14,2500,0.36
2006-03-14,2000,0.14
2006-03-14,1500,0.19
2006-03-14,100,0.11
2006-04-21,2500,2.83
2006-04-21,500,0.08
2006-04-21,1000,0.69
2006-04-21,2000,0.49
2006-04-21,1500,0.89
2006-04-21,100,0.09
2006-05-17,2000,4.12
2006-05-17,1500,0.49
2006-05-17,1000,0.09
2006-05-17,2500,20.9
2006-05-17,100,0.12
2006-05-17,500,0.04
2006-06-21,1000,0.02
2006-06-21,100,0.08
2006-06-21,2000,1.75
2006-06-21,1500,0.02
2006-06-21,2500,3.35
2006-06-21,500,0.03
2006-07-27,1000,0.32
2006-07-27,100,0.17
2006-07-27,2000,1.03
2006-07-27,1500,0.22
2006-07-27,2500,4.44
2006-07-27,500,0.11
2006-08-17,2500,4.24
2006-08-17,2000,1.16
2006-08-17,1000,1.47
2006-08-17,100,0.24
2006-08-17,1500,1.47
2006-08-17,500,0.24
2006-09-20,2000,0.91
2006-09-20,2500,0.9
2006-09-20,1500,0.42
2006-09-20,100,0.64
2006-09-20,500,0.71
2006-09-20,1000,0.53
2006-10-11,2500,
2006-10-11,100,
2006-10-11,1000,
2006-10-11,500,
2006-10-11,1500,
2006-10-11,2000,
2006-11-14,500,0.23
2006-11-14,1500,0.4
2006-11-14,1000,0.29
2006-11-14,2000,3.55
2006-11-14,100,0.35
2006-11-14,2500,6.69
2006-12-12,2500,2.14
2006-12-12,1000,1.24
2006-12-12,500,0.74
2006-12-12,100,0.88
2006-12-12,1500,1.5
2006-12-12,2000,1.67
2007-02-22,2500,2.09
2007-02-22,2000,2.0
2007-02-22,1000,1.23
2007-02-22,1500,1.83
2007-02-22,500,0.86
2007-02-22,100,0.79
2007-03-15,2500,2.34
2007-03-15,100,0.14
2007-03-15,1000,0.18
2007-03-15,1500,0.44
2007-03-15,500,0.11
2007-03-15,2000,1.07
2007-04-05,1000,0.02
2007-04-05,500,0.01
2007-04-05,100,0.02
2007-04-05,2500,1.56
2007-04-05,2000,0.97
2007-04-05,1500,0.01
2007-05-04,500,
2007-05-04,1000,
2007-05-04,2500,
2007-05-04,1500,
2007-05-04,100,
2007-05-04,2000,
2007-05-14,1500,
2007-05-14,100,
2007-05-14,2000,
2007-05-14,2500,
2007-05-14,1000,
2007-05-14,500,
2007-06-14,1500,0.1
2007-06-14,100,0.09
2007-06-14,2000,0.07
2007-06-14,1000,0.01
2007-06-14,500,0.01
2007-06-14,2500,9.36
2007-07-12,100,0.67
2007-07-12,1000,0.39
2007-07-12,1500,1.06
2007-07-12,500,0.36
2007-07-12,2000,1.4
2007-07-12,2500,7.21
2007-08-16,500,0.11
2007-08-16,1500,0.21
2007-08-16,2500,2.16
2007-08-16,100,0.03
2007-08-16,1000,0.13
2007-08-16,2000,0.41
2007-09-12,2500,9.2
2007-09-12,100,0.03
2007-09-12,1500,0.04
2007-09-12,500,0.01
2007-09-12,1000,0.01
2007-09-12,2000,0.06
2007-10-16,2000,5.65
2007-10-16,100,0.01
2007-10-16,500,0.03
2007-10-16,1500,0.1
2007-10-16,2500,7.29
2007-10-16,1000,0.03
2007-11-13,500,0.05
2007-11-13,2500,0.75
2007-11-13,2000,0.02
2007-11-13,1500,0.02
2007-11-13,100,0.04
2007-11-13,1000,0.07
2007-12-11,100,1.13
2007-12-11,2500,3.1
2007-12-11,1000,1.25
2007-12-11,1500,1.26
2007-12-11,500,1.09
2007-12-11,2000,1.65
2008-01-17,1500,1.21
2008-01-17,2500,1.14
2008-01-17,100,1.04
2008-01-17,1000,1.23
2008-01-17,500,1.11
2008-01-17,2000,1.2
2008-02-19,1500,0.09
2008-02-19,500,0.14
2008-02-19,2000,0.79
2008-02-19,100,0.03
2008-02-19,1000,0.15
2008-02-19,2500,1.53
2008-04-16,100,0.08
2008-04-16,1500,0.05
2008-04-16,1000,0.04
2008-04-16,500,0.08
2008-04-16,2000,0.09
2008-04-16,2500,5.52
2008-05-20,500,0.01
2008-05-20,1500,0.06
2008-05-20,2500,8.0
2008-05-20,100,0.03
2008-05-20,2000,0.97
2008-05-20,1000,0.05
2008-06-24,1000,0.15
2008-06-24,1500,0.09
2008-06-24,2500,0.97
2008-06-24,2000,0.12
2008-06-24,500,0.14
2008-06-24,100,0.12
2008-07-09,500,0.09
2008-07-09,1000,0.05
2008-07-09,100,0.05
2008-07-09,1500,0.02
2008-07-09,2500,0.93
2008-07-09,2000,0.01
2008-08-19,500,0.23
2008-08-19,1000,0.07
2008-08-19,2500,0.7
2008-08-19,1500,0.09
2008-08-19,2000,0.02
2008-08-19,100,0.39
2008-09-15,2500,
2008-09-15,1500,
2008-09-15,100,
2008-09-15,500,
2008-09-15,1000,
2008-09-15,2000,
2008-09-16,2500,
2008-09-16,500,
2008-09-16,1000,
2008-09-16,100,
2008-09-16,2000,
2008-09-16,1500,
2008-09-17,100,
2008-09-17,1500,
2008-09-17,2000,
2008-09-17,1000,
2008-09-17,500,
2008-09-17,2500,
2008-09-18,2500,
2008-09-18,1500,
2008-09-18,1000,
2008-09-18,500,
