DATE,DEPTH,SECCHI
2004-08-10,1000,5.8
2004-08-10,2500,5.8
2004-08-10,100,5.8
2004-09-13,1000,5.3
2004-09-13,1500,5.3
2004-09-13,100,5.3
2004-09-13,2000,5.3
2004-09-13,2500,5.3
2004-09-13,500,5.3
2004-10-13,1000,8.9
2004-10-13,500,8.9
2004-10-13,2000,8.9
2004-10-13,2500,8.9
2004-10-13,1500,8.9
2004-10-13,100,8.9
2004-11-09,2500,6.0
2004-11-09,2000,6.0
2004-11-09,100,6.0
2004-11-09,1500,6.0
2004-11-09,1000,6.0
2004-11-09,500,6.0
2004-12-15,500,8.0
2004-12-15,2500,8.0
2004-12-15,100,8.0
2004-12-15,2000,8.0
2004-12-15,1000,8.0
2004-12-15,1500,8.0
2005-01-18,100,7.4
2005-01-18,2000,7.4
2005-01-18,2500,7.4
2005-01-18,500,7.4
2005-01-18,1000,7.4
2005-01-18,1500,7.4
2005-02-22,1500,6.3
2005-02-22,2500,6.3
2005-02-22,1000,6.3
2005-02-22,500,6.3
2005-02-22,2000,6.3
2005-02-22,100,6.3
2005-03-29,1500,4.8
2005-03-29,2000,4.8
2005-03-29,500,4.8
2005-03-29,1000,4.8
2005-03-29,2500,4.8
2005-03-29,100,4.8
2005-04-26,1000,6.1
2005-04-26,100,6.1
2005-04-26,500,6.1
2005-04-26,2500,6.1
2005-04-26,2000,6.1
2005-04-26,1500,6.1
2005-05-20,500,5.1
2005-05-20,2500,5.1
2005-05-20,2000,5.1
2005-05-20,1000,5.1
2005-05-20,100,5.1
2005-05-20,1500,5.1
2005-06-21,2500,7.3
2005-06-21,100,7.3
2005-06-21,2000,7.3
2005-06-21,1000,7.3
2005-06-21,1500,7.3
2005-06-21,500,7.3
2005-07-28,100,5.3
2005-07-28,1000,5.3
2005-07-28,500,5.3
2005-07-28,2500,5.3
2005-07-28,2000,5.3
2005-07-28,1500,5.3
2005-08-11,2000,7.5
2005-08-11,1000,7.5
2005-08-11,1500,7.5
2005-08-11,100,7.5
2005-08-11,2500,7.5
2005-08-11,500,7.5
2005-09-14,1500,6.7
2005-09-14,2500,6.7
2005-09-14,100,6.7
2005-09-14,1000,6.7
2005-09-14,2000,6.7
2005-09-14,500,6.7
2005-10-26,500,6.7
2005-10-26,2000,6.7
2005-10-26,2500,6.7
2005-10-26,100,6.7
2005-10-26,1000,6.7
2005-10-26,1500,6.7
2005-11-15,500,7.0
2005-11-15,1500,7.0
2005-11-15,1000,7.0
2005-11-15,2000,7.0
2005-11-15,100,7.0
2005-11-15,2500,7.0
2005-12-13,2000,9.0
2005-12-13,100,9.0
2005-12-13,1500,9.0
2005-12-13,2500,9.0
2005-12-13,500,9.0
2005-12-13,1000,9.0
2006-01-17,1500,7.0
2006-01-17,100,7.0
2006-01-17,1000,7.0
2006-01-17,2500,7.0
2006-01-17,2000,7.0
2006-01-17,500,7.0
2006-02-14,100,5.5
2006-02-14,2000,5.5
2006-02-14,1500,5.5
2006-02-14,1000,5.5
2006-02-14,2500,5.5
2006-02-14,500,5.5
2006-03-14,1000,7.1
2006-03-14,500,7.1
2006-03-14,2500,7.1
2006-03-14,2000,7.1
2006-03-14,1500,7.1
2006-03-14,100,7.1
2006-04-21,2500,6.3
2006-04-21,500,6.3
2006-04-21,1000,6.3
2006-04-21,2000,6.3
2006-04-21,1500,6.3
2006-04-21,100,6.3
2006-05-17,2000,5.3
2006-05-17,1500,5.3
2006-05-17,1000,5.3
2006-05-17,2500,5.3
2006-05-17,100,5.3
2006-05-17,500,5.3
2006-06-21,1000,7.0
2006-06-21,100,7.0
2006-06-21,2000,7.0
2006-06-21,1500,7.0
2006-06-21,2500,7.0
2006-06-21,500,7.0
2006-07-27,1000,5.9
2006-07-27,100,5.9
2006-07-27,2000,5.9
2006-07-27,1500,5.9
2006-07-27,2500,5.9
2006-07-27,500,5.9
2006-08-17,2500,5.0
2006-08-17,2000,5.0
2006-08-17,1000,5.0
2006-08-17,100,5.0
2006-08-17,1500,5.0
2006-08-17,500,5.0
2006-09-20,2000,6.3
2006-09-20,2500,6.3
2006-09-20,1500,6.3
2006-09-20,100,6.3
2006-09-20,500,6.3
2006-09-20,1000,6.3
2006-10-11,2500,6.5
2006-10-11,100,6.5
2006-10-11,1000,6.5
2006-10-11,500,6.5
2006-10-11,1500,6.5
2006-10-11,2000,6.5
2006-11-14,500,5.2
2006-11-14,1500,5.2
2006-11-14,1000,5.2
2006-11-14,2000,5.2
2006-11-14,100,5.2
2006-11-14,2500,5.2
2006-12-12,2500,5.6
2006-12-12,1000,5.6
2006-12-12,500,5.6
2006-12-12,100,5.6
2006-12-12,1500,5.6
2006-12-12,2000,5.6
2007-02-22,2500,5.0
2007-02-22,2000,5.0
2007-02-22,1000,5.0
2007-02-22,1500,5.0
2007-02-22,500,5.0
2007-02-22,100,5.0
2007-03-15,2500,2.8
2007-03-15,100,2.8
2007-03-15,1000,2.8
2007-03-15,1500,2.8
2007-03-15,500,2.8
2007-03-15,2000,2.8
2007-04-05,1000,3.8
2007-04-05,500,3.8
2007-04-05,100,3.8
2007-04-05,2500,3.8
2007-04-05,2000,3.8
2007-04-05,1500,3.8
2007-05-04,500,7.0
2007-05-04,1000,7.0
2007-05-04,2500,7.0
2007-05-04,1500,7.0
2007-05-04,100,7.0
2007-05-04,2000,7.0
2007-05-14,1500,6.0
2007-05-14,100,6.0
2007-05-14,2000,6.0
2007-05-14,2500,6.0
2007-05-14,1000,6.0
2007-05-14,500,6.0
2007-06-14,1500,5.3
2007-06-14,100,5.3
2007-06-14,2000,5.3
2007-06-14,1000,5.3
2007-06-14,500,5.3
2007-06-14,2500,5.3
2007-07-12,100,4.4
2007-07-12,1000,4.4
2007-07-12,1500,4.4
2007-07-12,500,4.4
2007-07-12,2000,4.4
2007-07-12,2500,4.4
2007-08-16,500,5.5
2007-08-16,1500,5.5
2007-08-16,2500,5.5
2007-08-16,100,5.5
2007-08-16,1000,5.5
2007-08-16,2000,5.5
2007-09-12,2500,4.7
2007-09-12,100,4.7
2007-09-12,1500,4.7
2007-09-12,500,4.7
2007-09-12,1000,4.7
2007-09-12,2000,4.7
2007-10-16,2000,9.5
2007-10-16,100,9.5
2007-10-16,500,9.5
2007-10-16,1500,9.5
2007-10-16,2500,9.5
2007-10-16,1000,9.5
2007-11-13,500,7.6
2007-11-13,2500,7.6
2007-11-13,2000,7.6
2007-11-13,1500,7.6
2007-11-13,100,7.6
2007-11-13,1000,7.6
2007-12-11,100,11.0
2007-12-11,2500,11.0
2007-12-11,1000,11.0
2007-12-11,1500,11.0
2007-12-11,500,11.0
2007-12-11,2000,11.0
2008-01-17,1500,8.0
2008-01-17,2500,8.0
2008-01-17,100,8.0
2008-01-17,1000,8.0
2008-01-17,500,8.0
2008-01-17,2000,8.0
2008-02-19,1500,5.0
2008-02-19,500,5.0
2008-02-19,2000,5.0
2008-02-19,100,5.0
2008-02-19,1000,5.0
2008-02-19,2500,5.0
2008-04-16,100,9.7
2008-04-16,1500,9.7
2008-04-16,1000,9.7
2008-04-16,500,9.7
2008-04-16,2000,9.7
2008-04-16,2500,9.7
2008-05-20,500,9.2
2008-05-20,1500,9.2
2008-05-20,2500,9.2
2008-05-20,100,9.2
2008-05-20,2000,9.2
2008-05-20,1000,9.2
2008-06-24,1000,6.2
2008-06-24,1500,6.2
2008-06-24,2500,6.2
2008-06-24,2000,6.2
2008-06-24,500,6.2
2008-06-24,100,6.2
2008-07-09,500,7.3
2008-07-09,1000,7.3
2008-07-09,100,7.3
2008-07-09,1500,7.3
2008-07-09,2500,7.3
2008-07-09,2000,7.3
2008-08-19,500,8.0
2008-08-19,1000,8.0
2008-08-19,2500,8.0
2008-08-19,1500,8.0
2008-08-19,2000,8.0
2008-08-19,100,8.0
2008-09-15,2500,5.2
2008-09-15,1500,5.2
2008-09-15,100,5.2
2008-09-15,500,5.2
2008-09-15,1000,5.2
2008-09-15,2000,5.2
2008-09-16,2500,5.0
2008-09-16,500,5.0
2008-09-16,1000,5.0
2008-09-16,100,5.0
2008-09-16,2000,5.0
2008-09-16,1500,5.0
2008-09-17,100,5.4
2008-09-17,1500,5.4
2008-09-17,2000,5.4
2008-09-17,1000,5.4
2008-09-17,500,5.4
2008-09-17,2500,5.4
2008-09-18,2500,4.7
2008-09-18,1500,4.7
2008-09-18,1000,4.7
2008-09-18,500,4.7
2008-09-18,2000,4.7
2008-09-18,100,4.7
2008-10-27,1500,5.1
2008-10-27,2000,5.1
2008-10-27,2500,5.1
2008-10-27,100,5.1
2008-10-27,1000,5.1
2008-10-27,500,5.1
2008-11-17,100,6.6
2008-11-17,500,6.6
2008-11-17,1500,6.6
2008-11-17,2500,6.6
2008-11-17,2000,6.6
2008-11-17,1000,6.6
2008-12-08,500,
2008-12-08,1000,
2008-12-08,100,
2008-12-08,2500,
2008-12-08,1500,
2008-12-08,2000,
2009-01-19,1500,7.2
2009-01-19,2500,7.2
2009-01-19,500,7.2
2009-01-19,100,7.2
2009-01-19,2000,7.2
2009-01-19,1000,7.2
2009-01-19,100,7.2
2009-01-19,500,7.2
2009-01-19,1000,7.2
2009-01-19,1500,7.2
2009-01-19,2000,7.2
2009-01-19,2500,7.2
2009-02-10,100,4.5
2009-02-10,500,4.5
2009-02-10,1000,4.5
2009-02-10,1500,4.5
2009-02-10,2000,4.5
2009-02-10,2500,4.5
2009-03-02,100,7.2
2009-03-02,500,7.2
2009-03-02,1000,7.2
2009-03-02,1500,7.2
2009-03-02,2000,7.2
2009-03-02,2500,7.2
2009-04-24,100,6.6
2009-04-24,500,6.6
2009-04-24,1000,6.6
2009-04-24,1500,6.6
2009-04-24,2000,6.6
2009-04-24,2500,6.6
2009-05-20,100,7.1
2009-05-20,500,7.1
2009-05-20,1000,7.1
2009-05-20,1500,7.1
2009-05-20,2000,7.1
2009-05-20,2500,7.1
2009-06-23,100,4.9
2009-06-23,500,4.9
2009-06-23,1000,4.9
2009-06-23,1500,4.9
2009-06-23,2000,4.9
2009-06-23,2500,4.9
2009-07-14,100,5.4
2009-07-14,500,5.4
2009-07-14,1000,5.4
2009-07-14,1500,5.4
2009-07-14,2000,5.4
2009-07-14,2500,5.4
2009-08-20,100,7.6
2009-08-20,500,7.6
2009-08-20,1000,7.6
2009-08-20,1500,7.6
2009-08-20,2000,7.6
2009-08-20,2500,7.6
2009-09-15,100,7.8
2009-09-15,500,7.8
2009-09-15,1000,7.8
2009-09-15,1500,7.8
2009-09-15,2000,7.8
2009-09-15,2500,7.8
2009-10-19,100,5.9
2009-10-19,500,5.9
2009-10-19,1000,5.9
2009-10-19,1500,5.9
2009-10-19,2000,5.9
2009-10-19,2500,5.9
2009-11-04,0,
2009-12-15,100,5.8
2009-12-15,500,5.8
2009-12-15,1000,5.8
2009-12-15,1500,5.8
2009-12-15,2000,5.8
2009-12-15,2500,5.8
2010-01-19,100,4.7
2010-01-19,500,4.7
2010-01-19,1000,4.7
2010-01-19,1500,4.7
2010-01-19,2000,4.7
2010-01-19,2500,4.7
2010-02-11,0,
2010-03-19,100,3.0
2010-03-19,500,3.0
2010-03-19,1000,3.0
2010-03-19,1500,3.0
2010-03-19,2000,3.0
2010-03-19,2500,3.0
2010-04-26,100,6.5
2010-04-26,500,6.5
2010-04-26,1000,6.5
2010-04-26,1500,6.5
2010-04-26,2000,6.5
2010-04-26,2500,6.5
2010-05-19,100,5.9
2010-05-19,500,5.9
2010-05-19,1000,5.9
2010-05-19,1500,5.9
2010-05-19,2000,5.9
2010-05-19,2500,5.9
2010-06-02,100,5.2
2010-06-02,500,5.2
2010-06-02,1000,5.2
2010-06-02,1500,5.2
2010-06-02,2000,5.2
2010-06-02,2500,5.2
2010-07-01,100,5.6
2010-07-01,500,5.6
2010-07-01,1000,5.6
2010-07-01,1500,5.6
2010-07-01,2000,5.6
2010-07-01,2500,5.6
2010-08-10,100,5.5
2010-08-10,500,5.5
2010-08-10,1000,5.5
2010-08-10,1500,5.5
2010-08-10,2000,5.5
2010-08-10,2500,5.5
2010-09-21,100,5.1
2010-09-21,500,5.1
2010-09-21,1000,5.1
2010-09-21,1500,5.1
2010-09-21,2000,5.1
2010-09-21,2500,5.1
2010-10-13,100,9.5
2010-10-13,500,9.5
2010-10-13,1000,9.5
2010-10-13,1500,9.5
2010-10-13,2000,9.5
2010-10-13,2500,9.5
2010-11-16,100,8.1
2010-11-16,500,8.1
2010-11-16,1000,8.1
2010-11-16,1500,8.1
2010-11-16,2000,8.1
2010-11-16,2500,8.1
2010-12-03,0,
2011-01-19,0,
2011-02-18,100,
2011-02-18,500,
2011-02-18,1000,
2011-02-18,1500,
2011-02-18,2000,
2011-02-18,2500,
2011-03-08,100,2.2
2011-03-08,500,2.2
2011-03-08,1000,2.2
2011-03-08,1500,2.2
2011-03-08,2000,2.2
2011-03-08,2500,2.2
2011-04-19,100,5.6
2011-04-19,500,5.6
2011-04-19,1000,5.6
2011-04-19,1500,5.6
2011-04-19,2000,5.6
2011-04-19,2500,5.6
2011-05-13,100,5.6
2011-05-13,500,5.6
2011-05-13,1000,5.6
2011-05-13,1500,5.6
2011-05-13,2000,5.6
2011-05-13,2500,5.6
2011-06-21,100,5.3
2011-06-21,500,5.3
2011-06-21,1000,5.3
2011-06-21,1500,5.3
2011-06-21,2000,5.3
2011-06-21,2500,5.3
2011-07-25,100,5.0
2011-07-25,500,5.0
2011-07-25,1000,5.0
2011-07-25,1500,5.0
2011-07-25,2000,5.0
2011-07-25,2500,5.0
2011-08-01,100,5.5
2011-08-01,500,5.5
2011-08-01,1000,5.5
2011-08-01,1500,5.5
2011-08-01,2000,5.5
2011-08-01,2500,5.5
2011-08-01,900,5.5
2011-08-01,2800,5.5
2011-09-21,100,7.0
2011-09-21,500,7.0
2011-09-21,1000,7.0
2011-09-21,1500,7.0
2011-09-21,2000,7.0
2011-09-21,2500,7.0
2011-09-21,2750,7.0
2011-10-13,0,
2011-10-18,0,
2011-10-21,0,
2011-11-08,100,4.6
2011-11-08,500,4.6
2011-11-08,1000,4.6
2011-11-08,1500,4.6
2011-11-08,2000,4.6
2011-11-08,2500,4.6
2011-11-08,2700,4.6
2011-12-09,0,
2012-01-11,100,7.0
2012-01-11,500,7.0
2012-01-11,1000,7.0
2012-01-11,1500,7.0
2012-01-11,2000,7.0
2012-01-11,2500,7.0
2012-01-11,2700,7.0
2012-02-13,0,
2012-03-13,100,5.2
2012-03-13,500,5.2
2012-03-13,1000,5.2
2012-03-13,1500,5.2
2012-03-13,2000,5.2
2012-03-13,2500,5.2
2012-04-10,100,6.1
2012-04-10,500,6.1
2012-04-10,1000,6.1
2012-04-10,1500,6.1
2012-04-10,2000,6.1
2012-04-10,2500,6.1
2012-05-14,100,7.7
2012-05-14,500,7.7
2012-05-14,1000,7.7
2012-05-14,1500,7.7
2012-05-14,2000,7.7
2012-05-14,2500,7.7
2012-06-26,100,6.0
2012-06-26,500,6.0
2012-06-26,1000,6.0
2012-06-26,1500,6.0
2012-06-26,2000,6.0
2012-06-26,2500,6.0
2012-07-16,100,7.2
2012-07-16,500,7.2
2012-07-16,1000,7.2
2012-07-16,1500,7.2
2012-07-16,2000,7.2
2012-07-16,2500,7.2
2012-08-07,100,5.2
2012-08-07,500,5.2
2012-08-07,1000,5.2
2012-08-07,1500,5.2
2012-08-07,2000,5.2
2012-08-07,2500,5.2
2012-09-27,100,6.1
2012-09-27,500,6.1
2012-09-27,1000,6.1
2012-09-27,1500,6.1
2012-09-27,2000,6.1
2012-09-27,2500,6.1
2012-10-02,100,6.1
2012-10-02,500,6.1
2012-10-02,1000,6.1
2012-10-02,1500,6.1
2012-10-02,2000,6.1
2012-10-02,2500,6.1
2012-11-06,100,7.2
2012-11-06,500,7.2
2012-11-06,1000,7.2
2012-11-06,1500,7.2
2012-11-06,2000,7.2
2012-11-06,2500,7.2
2012-12-04,100,6.5
2012-12-04,500,6.5
2012-12-04,1000,6.5
2012-12-04,1500,6.5
2012-12-04,2000,6.5
2012-12-04,2500,6.5
2013-01-01,0,
2013-02-06,100,7.6
2013-02-06,500,7.6
2013-02-06,1000,7.6
2013-02-06,1500,7.6
2013-02-06,2000,7.6
2013-02-06,2500,7.6
2013-03-05,100,7.9
2013-03-05,500,7.9
2013-03-05,1000,7.9
2013-03-05,1500,7.9
2013-03-05,2000,7.9
2013-03-05,2500,7.9
2013-04-03,100,5.4
2013-04-03,500,5.4
2013-04-03,1000,5.4
2013-04-03,1500,5.4
2013-04-03,2000,5.4
2013-04-03,2500,5.4
2013-05-24,100,7.5
2013-05-24,500,7.5
2013-05-24,1000,7.5
2013-05-24,1500,7.5
2013-05-24,2000,7.5
2013-05-24,2500,7.5
2013-06-04,100,6.7
2013-06-04,500,6.7
2013-06-04,1000,6.7
2013-06-04,1500,6.7
2013-06-04,2000,6.7
2013-06-04,2500,6.7
2013-07-04,100,7.0
2013-07-04,500,7.0
2013-07-04,1000,7.0
2013-07-04,1500,7.0
2013-07-04,2000,7.0
2013-07-04,2500,7.0
2013-08-28,100,7.6
2013-08-28,500,7.6
2013-08-28,1000,7.6
2013-08-28,1500,7.6
2013-08-28,2000,7.6
2013-08-28,2500,7.6
2013-09-24,100,8.2
2013-09-24,500,8.2
2013-09-24,1000,8.2
2013-09-24,1500,8.2
2013-09-24,2000,8.2
2013-09-24,2500,8.2
2013-10-01,100,6.0
2013-10-01,500,6.0
2013-10-01,1000,6.0
2013-10-01,1500,6.0
2013-10-01,2000,6.0
2013-10-01,2500,6.0
2013-11-05,100,7.0
2013-11-05,500,7.0
2013-11-05,1000,7.0
2013-11-05,1500,7.0
2013-11-05,2000,7.0
2013-11-05,2500,7.0
2013-12-03,100,5.9
2013-12-03,500,5.9
2013-12-03,1000,5.9
2013-12-03,1500,5.9
2013-12-03,2000,5.9
2013-12-03,2500,5.9
2014-02-25,100,6.7
2014-02-25,500,6.7
2014-02-25,1000,6.7
2014-02-25,1500,6.7
2014-02-25,2000,6.7
2014-02-25,2500,6.7
2014-03-05,100,4.4
2014-03-05,500,4.4
2014-03-05,1000,4.4
2014-03-05,1500,4.4
2014-03-05,2000,4.4
2014-03-05,2500,4.4
2014-04-15,100,5.1
2014-04-15,500,5.1
2014-04-15,1000,5.1
2014-04-15,1500,5.1
2014-04-15,2000,5.1
2014-04-15,2500,5.1
2014-05-07,100,4.5
2014-05-07,500,4.5
2014-05-07,1000,4.5
2014-05-07,1500,4.5
2014-05-07,2000,4.5
2014-05-07,2500,4.5
2014-06-21,100,6.3
2014-06-21,500,6.3
2014-06-21,1000,6.3
2014-06-21,1500,6.3
2014-06-21,2000,6.3
2014-06-21,2500,6.3
2014-07-08,100,7.4
2014-07-08,500,7.4
2014-07-08,1000,7.4
2014-07-08,1500,7.4
2014-07-08,2000,7.4
2014-07-08,2500,7.4
2014-08-28,100,7.6
2014-08-28,500,7.6
2014-08-28,1000,7.6
2014-08-28,1500,7.6
2014-08-28,2000,7.6
2014-08-28,2500,7.6
2014-09-23,100,8.4
2014-09-23,500,8.4
2014-09-23,1000,8.4
2014-09-23,1500,8.4
2014-09-23,2000,8.4
2014-09-23,2500,8.4
2014-10-21,100,
2014-10-21,500,
2014-10-21,1000,
2014-10-21,1500,
2014-10-21,2000,
2014-10-21,2500,
2014-11-18,100,3.8
2014-11-18,500,3.8
2014-11-18,1000,3.8
2014-11-18,1500,3.8
2014-11-18,2000,3.8
2014-11-18,2500,3.8
2014-12-16,100,6.4
2014-12-16,500,6.4
2014-12-16,1000,6.4
2014-12-16,1500,6.4
2014-12-16,2000,6.4
2014-12-16,2500,6.4
2015-01-06,100,7.2
2015-01-06,500,7.2
2015-01-06,1000,7.2
2015-01-06,1500,7.2
2015-01-06,2000,7.2
2015-01-06,2500,7.2
2015-02-23,100,3.5
2015-02-23,500,3.5
2015-02-23,1000,3.5
2015-02-23,1500,3.5
2015-02-23,2000,3.5
2015-02-23,2500,3.5
2015-03-17,100,4.0
2015-03-17,500,4.0
2015-03-17,1000,4.0
2015-03-17,1500,4.0
2015-03-17,2000,4.0
2015-03-17,2500,4.0
2015-04-21,100,4.7
2015-04-21,500,4.7
2015-04-21,1000,4.7
2015-04-21,1500,4.7
2015-04-21,2000,4.7
2015-04-21,2500,4.7
2015-05-12,100,3.7
2015-05-12,500,3.7
2015-05-12,1000,3.7
2015-05-12,1500,3.7
2015-05-12,2000,3.7
2015-05-12,2500,3.7
2015-06-04,100,7.1
2015-06-04,500,7.1
2015-06-04,1000,7.1
2015-06-04,1500,7.1
2015-06-04,2000,7.1
2015-06-04,2500,7.1
2015-06-21,100,7.5
2015-06-21,500,7.5
2015-06-21,1000,7.5
2015-06-21,1500,7.5
2015-06-21,2000,7.5
2015-06-21,2500,7.5
2015-07-14,100,6.0
2015-07-14,500,6.0
2015-07-14,1000,6.0
2015-07-14,1500,6.0
2015-07-14,2000,6.0
2015-07-14,2500,6.0
2015-08-04,100,8.5
2015-08-04,500,8.5
2015-08-04,1000,8.5
2015-08-04,1500,8.5
2015-08-04,2000,8.5
2015-08-04,2500,8.5
2015-09-10,100,6.9
2015-09-10,500,6.9
2015-09-10,1000,6.9
2015-09-10,1500,6.9
2015-09-10,2000,6.9
2015-09-10,2500,6.9
2015-10-15,0,
2015-11-05,100,5.6
2015-11-05,500,5.6
2015-11-05,1000,5.6
2015-11-05,1500,5.6
2015-11-05,2000,5.6
2015-11-05,2500,5.6
2015-12-08,100,7.4
2015-12-08,500,7.4
2015-12-08,1000,7.4
2015-12-08,1500,7.4
2015-12-08,2000,7.4
2015-12-08,2500,7.4
2016-01-05,0,
2016-02-09,0,
2016-03-08,100,4.9
2016-03-08,2640,4.9
2016-03-08,500,4.9
2016-03-08,1000,4.9
2016-03-08,1500,4.9
2016-03-08,2000,4.9
2016-03-08,2500,4.9
2016-04-12,100,6.5
2016-04-12,500,6.5
2016-04-12,1000,6.5
2016-04-12,1500,6.5
2016-04-12,2000,6.5
2016-04-12,2500,6.5
2016-05-03,100,5.1
2016-05-03,500,5.1
2016-05-03,1000,5.1
2016-05-03,1500,5.1
2016-05-03,2000,5.1
2016-05-03,2500,5.1
2016-06-01,100,4.3
2016-06-01,500,4.3
2016-06-01,1000,4.3
2016-06-01,1500,4.3
2016-06-01,2000,4.3
2016-06-01,2500,4.3
2016-06-21,0,
2016-07-05,100,4.8
2016-07-05,500,4.8
2016-07-05,1000,4.8
2016-07-05,1500,4.8
2016-07-05,2000,4.8
2016-07-05,2500,4.8
2016-08-03,100,7.9
2016-08-03,500,7.9
2016-08-03,1000,7.9
2016-08-03,1500,7.9
2016-08-03,2000,7.9
2016-08-03,2500,7.9
2016-09-21,100,7.8
2016-09-21,500,7.8
2016-09-21,1000,7.8
2016-09-21,1500,7.8
2016-09-21,2000,7.8
2016-09-21,2500,7.8
2016-10-19,100,5.6
2016-10-19,500,5.6
2016-10-19,1000,5.6
2016-10-19,1500,5.6
2016-10-19,2000,5.6
2016-10-19,2500,5.6
2016-11-08,100,4.5
2016-11-08,500,4.5
2016-11-08,1000,4.5
2016-11-08,1500,4.5
2016-11-08,2000,4.5
2016-11-08,2500,4.5
2016-12-06,100,5.4
2016-12-06,500,5.4
2016-12-06,1000,5.4
2016-12-06,1500,5.4
2016-12-06,2000,5.4
2016-12-06,2500,5.4
2017-01-10,100,5.5
2017-01-10,500,5.5
2017-01-10,1000,5.5
2017-01-10,1500,5.5
2017-01-10,2000,5.5
2017-01-10,2500,5.5
2017-02-21,0,
2017-03-13,100,3.8
2017-03-13,500,3.8
2017-03-13,1000,3.8
2017-03-13,1500,3.8
2017-03-13,2000,3.8
2017-03-13,2500,3.8
2017-04-10,100,2.9
2017-04-10,500,2.9
2017-04-10,1000,2.9
2017-04-10,1500,2.9
2017-04-10,2000,2.9
2017-04-10,2500,2.9
2017-05-03,0,
2017-06-21,100,
2017-06-21,500,
2017-06-21,1000,
2017-06-21,1500,
2017-06-21,2000,
2017-06-21,2500,
2017-07-17,100,8.5
2017-07-17,500,8.5
2017-07-17,1000,8.5
2017-07-17,1500,8.5
2017-07-17,2000,8.5
2017-07-17,2500,8.5
2017-08-01,100,7.8
2017-08-01,500,7.8
2017-08-01,1000,7.8
2017-08-01,1500,7.8
2017-08-01,2000,7.8
2017-08-01,2500,7.8
2017-09-12,100,7.4
2017-09-12,500,7.4
2017-09-12,1000,7.4
2017-09-12,1500,7.4
2017-09-12,2000,7.4
2017-09-12,2500,7.4
2017-10-24,100,4.1
2017-10-24,2500,4.1
2017-10-24,500,4.1
2017-10-24,1000,4.1
2017-10-24,1500,4.1
2017-10-24,2000,4.1
2017-11-09,100,6.3
2017-11-09,2500,6.3
2017-11-09,500,6.3
2017-11-09,1000,6.3
2017-11-09,1500,6.3
2017-11-09,2000,6.3
2017-12-19,100,7.7
2017-12-19,500,7.7
2017-12-19,1000,7.7
2017-12-19,1500,7.7
2017-12-19,2000,7.7
2017-12-19,2500,7.7
2018-01-10,100,5.3
2018-01-10,500,5.3
2018-01-10,1000,5.3
2018-01-10,1500,5.3
2018-01-10,2000,5.3
2018-01-10,2500,5.3
2018-02-20,100,6.0
2018-02-20,500,6.0
2018-02-20,1000,6.0
2018-02-20,1500,6.0
2018-02-20,2000,6.0
2018-02-20,2500,6.0
2018-03-26,100,4.0
2018-03-26,500,4.0
2018-03-26,1000,4.0
2018-03-26,1500,4.0
2018-03-26,2000,4.0
2018-03-26,2500,4.0
2018-04-18,100,4.5
2018-04-18,500,4.5
2018-04-18,1000,4.5
2018-04-18,1500,4.5
2018-04-18,2000,4.5
2018-04-18,2500,4.5
2018-05-08,100,7.2
2018-05-08,500,7.2
2018-05-08,1000,7.2
2018-05-08,1500,7.2
2018-05-08,2000,7.2
2018-05-08,2500,7.2
2018-06-21,100,4.1
2018-06-21,500,4.1
2018-06-21,1000,4.1
2018-06-21,1500,4.1
2018-06-21,2000,4.1
2018-06-21,2500,4.1
2018-07-12,0,
2018-08-01,100,6.3
2018-08-01,2500,6.3
2018-08-01,500,6.3
2018-08-01,1000,6.3
2018-08-01,1500,6.3
2018-08-01,2000,6.3
2018-09-20,100,6.6
2018-09-20,500,6.6
2018-09-20,1000,6.6
2018-09-20,1500,6.6
2018-09-20,2000,6.6
