DATE,DEPTH,TN
1979-03-12,100,46.7
1979-03-12,2700,26.5
1979-03-12,1000,23.5
1979-03-12,500,43.1
1979-03-12,1500,
1979-03-12,2000,44.9
1979-04-04,2000,
1979-04-04,2500,
1979-04-04,1500,
1979-04-04,100,
1979-04-04,1000,
1979-04-04,500,
1979-04-19,100,
1979-04-19,2000,
1979-04-19,1500,
1979-04-19,1000,
1979-04-19,500,
1979-04-19,2600,
1979-07-09,1500,18.8
1979-07-09,2000,18.4
1979-07-09,100,21.1
1979-07-09,1000,18.1
1979-07-09,500,18.8
1979-07-09,2600,22.6
1979-08-15,2600,22.8
1979-08-15,500,14.4
1979-08-15,1500,19.7
1979-08-15,100,13.4
1979-08-15,2000,19.2
1979-08-15,1000,15.5
1979-09-02,1000,22.0
1979-09-02,1500,16.5
1979-09-02,500,20.0
1979-09-02,2800,26.9
1979-09-02,2500,16.1
1979-09-02,2000,16.3
1979-10-01,2600,17.0
1979-10-01,1000,20.3
1979-10-01,2000,42.5
1979-10-01,500,21.7
1979-10-01,100,19.1
1979-10-01,1500,19.3
1979-11-22,2600,18.0
1979-11-22,1500,17.7
1979-11-22,100,18.3
1979-11-22,2000,18.0
1979-11-22,1000,17.4
1979-11-22,500,17.7
1980-01-28,2000,28.3
1980-01-28,100,27.3
1980-01-28,1000,27.0
1980-01-28,500,27.3
1980-01-28,2500,29.3
1980-01-28,1500,28.0
1980-02-11,100,57.8
1980-02-11,2800,66.4
1980-03-24,2500,24.0
1980-03-24,2000,22.0
1980-03-24,100,22.0
1980-03-24,1500,23.0
1980-03-24,500,24.0
1980-03-24,1000,23.0
1980-05-05,2800,38.6
1980-05-05,100,30.0
1980-05-06,2000,26.8
1980-05-06,2600,18.2
1980-05-06,100,21.3
1980-05-06,500,20.9
1980-05-06,1500,17.8
1980-05-06,1000,22.5
1980-07-21,1000,
1980-07-21,2000,
1980-07-21,500,
1980-07-21,2600,
1980-07-21,1500,
1980-07-21,100,
1980-09-05,500,36.2
1980-09-05,2000,36.8
1980-09-05,2500,29.6
1980-09-05,1000,42.0
1980-09-05,1500,18.4
1980-09-05,2800,37.1
1980-09-22,1000,16.1
1980-09-22,1500,19.5
1980-09-22,2000,20.5
1980-09-22,2600,24.5
1980-09-22,500,14.6
1980-09-22,100,17.1
1980-11-24,100,32.1
1980-11-24,2900,34.3
1980-11-28,1500,20.0
1980-11-28,2500,18.6
1980-11-28,500,19.1
1980-11-28,100,22.7
1980-11-28,2000,17.7
1980-11-28,1000,24.1
1981-01-07,1000,31.1
1981-01-07,100,28.1
1981-01-07,1500,27.0
1981-01-07,2500,25.5
1981-01-07,500,28.1
1981-01-07,2000,26.3
1981-02-23,1000,23.7
1981-02-23,2000,22.7
1981-02-23,500,24.1
1981-02-23,2600,22.9
1981-02-23,1500,23.7
1981-02-23,100,23.7
1981-04-13,100,3.5
1981-04-13,1500,5.8
1981-04-13,2500,23.1
1981-04-13,1000,3.3
1981-04-13,500,2.9
1981-04-13,2000,10.6
1981-07-01,2000,10.0
1981-07-01,1500,10.0
1981-07-01,2600,12.0
1981-07-01,100,3.0
1981-07-01,1000,3.0
1981-07-01,500,4.0
1981-10-05,500,20.0
1981-10-05,2000,24.0
1981-10-05,2600,43.0
1981-10-05,1000,20.0
1981-10-05,1500,15.0
1981-10-05,100,24.0
1982-01-05,2600,
1982-01-05,1500,
1982-01-05,1000,
1982-01-05,2000,
1982-01-05,500,
1982-01-05,100,
1982-02-05,100,35.7
1982-02-05,2600,40.0
1982-04-13,500,14.3
1982-04-13,2000,18.0
1982-04-13,2500,18.4
1982-04-13,100,13.5
1982-04-13,1000,10.5
1982-04-13,1500,9.0
1982-05-14,2800,47.9
1982-05-14,100,25.7
1982-08-12,1000,15.9
1982-08-12,500,20.7
1982-08-12,2400,14.6
1982-08-12,2800,26.8
1982-08-12,100,21.5
1982-08-12,1500,17.2
1982-08-12,2000,17.2
1982-08-24,1000,
1982-08-24,2000,
1982-08-24,1500,
1982-08-24,2500,
1982-08-24,500,
1982-08-24,100,
1982-10-11,1000,10.6
1982-10-11,2500,11.3
1982-10-11,1500,10.4
1982-10-11,100,11.5
1982-10-11,500,11.4
1982-10-11,2000,11.4
1982-12-01,1000,
1982-12-01,2500,
1982-12-01,100,
1982-12-01,2000,
1982-12-01,1500,
1982-12-01,500,
1982-12-20,2700,17.1
1982-12-20,100,17.1
1983-08-28,1000,21.0
1983-08-28,100,21.6
1983-08-28,2000,19.7
1983-08-28,2400,22.3
1983-08-28,1500,24.0
1983-08-28,2800,25.1
1983-08-28,500,20.4
1985-04-09,200,
1985-04-09,2000,
1985-04-09,300,
1985-04-09,1000,
1985-04-09,500,
1985-04-09,1500,
1985-04-09,100,
1986-01-07,1000,
1986-01-07,100,
1986-01-07,2500,
1986-01-07,500,
1986-01-07,2000,
1986-01-07,1500,
1986-02-11,2000,
1986-02-11,100,
1986-02-11,500,
1986-02-11,1000,
1986-02-11,2600,
1986-02-11,1500,
1986-03-11,2000,
1986-03-11,100,
1986-03-11,500,
1986-03-11,1500,
1986-03-11,2600,
1986-03-11,1000,
1986-04-07,2000,0.85
1986-04-07,100,1.65
1986-04-07,1000,1.6
1986-04-07,2500,0.0
1986-04-07,500,1.65
1986-04-07,1500,1.57
1986-05-22,1000,0.94
1986-05-22,1500,0.99
1986-05-22,500,1.35
1986-05-22,100,3.29
1986-05-22,2000,1.81
1986-05-22,2500,1.4
1986-06-09,1000,0.0
1986-06-09,100,1.22
1986-06-09,500,1.24
1986-06-09,2500,5.82
1986-06-09,2000,3.22
1986-06-09,1500,0.91
1986-07-21,2500,0.89
1986-07-21,100,1.76
1986-07-21,2000,1.3
1986-07-21,500,1.32
1986-07-21,1500,2.94
1986-07-21,1000,2.72
1986-08-07,100,1.82
1986-08-07,500,1.88
1986-08-07,2000,1.56
1986-08-07,2400,1.61
1986-08-07,1500,1.45
1986-08-07,1000,1.88
1986-09-15,500,1.46
1986-09-15,2500,1.04
1986-09-15,1500,0.79
1986-09-15,2000,0.94
1986-09-15,1000,0.89
1986-09-15,100,0.84
1986-10-20,100,
1986-10-20,500,
1986-10-20,1000,
1986-10-20,2400,
1986-10-20,1500,
1986-10-20,2000,
1986-12-02,100,
1986-12-02,1500,
1986-12-02,500,
1986-12-02,1000,
1986-12-02,2500,
1986-12-02,2000,
1986-12-18,1500,2.36
1986-12-18,2000,2.38
1986-12-18,500,2.45
1986-12-18,2500,2.45
1986-12-18,100,2.36
1986-12-18,1000,2.36
1987-02-19,2500,31.83
1987-02-19,500,29.11
1987-02-19,1500,29.53
1987-02-19,100,29.11
1987-02-19,1000,28.9
1987-02-19,2000,30.37
1987-04-14,1000,18.82
1987-04-14,2000,26.31
1987-04-14,500,19.47
1987-04-14,2600,31.02
1987-04-14,1500,19.68
1987-04-14,100,22.25
1987-06-18,1000,17.52
1987-06-18,2000,16.81
1987-06-18,500,18.23
1987-06-18,100,16.64
1987-06-18,1500,15.75
1987-09-16,100,20.26
1987-09-16,2000,21.31
1987-09-16,2500,22.36
1987-09-16,1500,19.21
1987-09-16,500,20.79
1987-09-16,1000,19.56
1987-11-23,500,23.72
1987-11-23,2600,32.04
1987-11-23,2000,22.83
1987-11-23,1000,22.12
1987-11-23,1500,23.54
1987-11-23,100,25.13
1988-01-18,2000,23.15
1988-01-18,100,25.74
1988-01-18,1500,27.78
1988-01-18,2500,23.15
1988-01-18,500,27.04
1988-01-18,1000,26.85
1988-04-19,1000,16.62
1988-04-19,2000,19.49
1988-04-19,500,16.21
1988-04-19,2700,24.0
1988-04-19,1500,18.05
1988-04-19,100,17.64
1988-05-30,100,17.64
1988-05-30,500,16.21
1988-05-30,1500,18.05
1988-05-30,1000,16.62
1988-05-30,2000,19.49
1988-05-30,2700,24.0
1988-06-20,2300,22.43
1988-06-20,2000,25.61
1988-06-20,1500,19.26
1988-06-20,100,18.41
1988-06-20,500,19.68
1988-06-20,1000,19.47
1988-07-21,100,19.9
1988-07-21,2400,20.72
1988-07-21,500,23.59
1988-07-21,1500,15.59
1988-07-21,2000,23.79
1988-07-21,1000,17.23
1988-08-22,1500,16.26
1988-08-22,1000,13.69
1988-08-22,2600,19.47
1988-08-22,2000,15.61
1988-08-22,100,19.25
1988-08-22,500,15.83
1988-09-14,500,23.07
1988-09-14,100,20.95
1988-09-14,2000,21.16
1988-09-14,1500,18.62
1988-09-14,2400,18.41
1988-09-14,1000,19.26
1988-10-10,100,17.35
1988-10-10,2000,20.7
1988-10-10,2500,23.85
1988-10-10,1000,17.7
1988-10-10,1500,19.05
1988-10-10,500,16.8
1988-11-06,100,20.97
1988-11-06,1500,22.1
1988-11-06,2000,24.92
1988-11-06,3500,34.85
1988-11-06,1000,22.5
1988-11-06,500,22.43
1988-12-08,2500,20.55
1988-12-08,1000,24.99
1988-12-08,1500,20.89
1988-12-08,2000,21.9
1988-12-08,500,22.82
1988-12-08,100,22.85
1989-01-17,1500,32.33
1989-01-17,1000,35.17
1989-01-17,2000,31.06
1989-01-17,500,32.91
1989-01-17,2500,31.92
1989-01-17,100,34.06
1989-02-14,2500,55.06
1989-02-14,100,53.26
1989-02-14,1500,50.73
1989-02-14,1000,49.17
1989-02-14,2000,56.56
1989-02-14,500,49.81
1989-03-08,2000,25.16
1989-03-08,2500,25.52
1989-03-08,1000,27.48
1989-03-08,500,26.05
1989-03-08,1500,25.2
1989-03-08,100,25.74
1989-04-11,2600,26.69
1989-04-11,500,23.25
1989-04-11,1000,21.03
1989-04-11,1500,19.73
1989-04-11,100,22.61
1989-04-11,2000,20.65
1989-05-08,1500,19.66
1989-05-08,2500,24.88
1989-05-08,2000,24.67
1989-05-08,500,21.73
1989-05-08,1000,22.28
1989-05-08,100,24.77
1989-06-13,1500,18.09
1989-06-13,500,16.4
1989-06-13,2000,18.32
1989-06-13,1000,18.12
1989-06-13,2500,25.51
1989-06-13,100,18.61
1989-07-13,1500,17.24
1989-07-13,1000,16.34
1989-07-13,2500,38.55
1989-07-13,2000,22.45
1989-07-13,500,17.87
1989-07-13,100,17.14
1989-08-27,2000,14.93
1989-08-27,100,19.39
1989-08-27,500,19.09
1989-08-27,2500,20.72
1989-08-27,1500,16.49
1989-08-27,1000,19.03
1989-09-12,100,19.57
1989-09-12,1000,19.52
1989-09-12,500,21.14
1989-09-12,2000,16.49
1989-09-12,1500,19.25
1989-09-12,2700,21.61
1989-10-17,1500,13.77
1989-10-17,100,13.12
1989-10-17,1000,13.83
1989-10-17,500,13.84
1989-10-17,2700,33.84
1989-10-17,2000,12.9
1989-11-20,1000,15.45
1989-11-20,2000,
1989-11-20,1500,
1989-11-20,2700,20.73
1989-11-20,100,15.34
1989-11-20,500,13.07
1989-12-18,1000,16.48
1989-12-18,2700,17.91
1989-12-18,500,16.41
1989-12-18,1500,15.37
1989-12-18,2000,15.73
1989-12-18,100,18.95
1990-01-17,200,
1990-01-17,2000,
1990-01-17,1000,
1990-01-22,2000,24.4
1990-01-22,1500,22.46
1990-01-22,1000,22.47
1990-01-22,500,22.46
1990-01-22,2600,22.57
1990-01-22,100,22.69
1990-02-14,1000,24.99
1990-02-14,2700,26.84
1990-02-14,1500,24.26
1990-02-14,100,25.08
1990-02-14,500,24.33
1990-02-14,2000,24.13
1990-03-13,500,27.14
1990-03-13,2000,27.27
1990-03-13,1500,27.46
1990-03-13,100,26.85
1990-03-13,1000,26.94
1990-03-13,2500,26.98
1990-04-17,2500,46.22
1990-04-17,1500,17.26
1990-04-17,2000,24.2
1990-04-17,1000,17.44
1990-04-17,100,16.81
1990-04-17,500,16.74
1990-06-19,500,
1990-06-19,1000,
1990-06-19,100,
1990-07-19,1000,19.05
1990-07-19,1500,22.93
1990-07-19,2000,21.08
1990-07-19,500,18.85
1990-07-19,2500,19.41
1990-07-19,100,19.35
1990-07-20,1500,
1990-07-20,2000,
1990-07-20,2500,
1990-08-21,1500,14.03
1990-08-21,500,15.12
1990-08-21,100,15.56
1990-08-21,2600,16.85
1990-08-21,1000,15.34
1990-08-21,2000,14.57
1990-09-18,500,19.86
1990-09-18,100,20.51
1990-09-18,2600,27.55
1990-09-18,1500,17.23
1990-09-18,2000,23.41
1990-09-18,1000,16.89
1990-10-16,1000,22.12
1990-10-16,100,21.72
1990-10-16,1500,22.31
1990-10-16,2000,30.0
1990-10-16,2600,35.97
1990-10-16,500,20.41
1990-11-14,2500,33.42
1990-11-14,2600,36.11
1990-11-14,500,25.58
1990-11-14,100,24.96
1990-11-14,2000,26.09
1990-11-14,1000,23.96
1990-11-14,1500,27.05
1990-12-13,1000,27.34
1990-12-13,1500,27.31
1990-12-13,2000,32.78
1990-12-13,100,27.17
1990-12-13,500,28.09
1990-12-13,2400,28.85
1991-01-15,1000,26.9
1991-01-15,100,27.2
1991-01-15,500,27.54
1991-01-15,1500,26.28
1991-01-15,2000,23.92
1991-01-15,2500,22.91
1991-01-15,2700,22.78
1991-02-13,1500,27.43
1991-02-13,1000,27.31
1991-02-13,2600,31.72
1991-02-13,500,26.22
1991-02-13,100,25.72
1991-02-13,2000,28.94
1991-03-20,2000,25.37
1991-03-20,1000,23.99
1991-03-20,100,23.32
1991-03-20,2500,36.56
1991-03-20,500,23.36
1991-03-20,2700,36.86
1991-03-20,1500,23.07
1991-04-15,1500,22.42
1991-04-15,2500,24.65
1991-04-15,100,19.54
1991-04-15,2000,25.15
1991-04-15,1000,25.77
1991-04-15,2700,25.0
1991-04-15,500,27.92
1991-05-21,2000,
1991-05-21,500,19.8
1991-05-21,2500,
1991-05-21,1000,20.6
1991-05-21,100,19.37
1991-05-21,1500,21.39
1991-06-17,500,19.61
1991-06-17,1500,20.59
1991-06-17,2500,33.16
1991-06-17,2000,24.83
1991-06-17,2600,34.29
1991-06-17,1000,17.96
1991-06-17,100,18.02
1991-07-22,100,19.13
1991-07-22,2500,31.15
1991-07-22,1000,19.81
1991-07-22,500,22.62
1991-07-22,2700,34.17
1991-07-22,2000,26.32
1991-07-22,1500,18.03
1991-08-14,100,20.35
1991-08-14,1000,18.56
1991-08-14,1500,17.51
1991-08-14,500,18.87
1991-08-14,2700,35.18
1991-08-14,2000,24.53
1991-09-10,2600,29.07
1991-09-10,1000,18.32
1991-09-10,500,18.73
1991-09-10,100,18.75
1991-09-10,2000,22.17
1991-09-10,1500,17.79
1991-09-10,2500,29.93
1991-10-17,500,19.64
1991-10-17,2000,23.49
1991-10-17,1000,19.25
1991-10-17,1500,19.43
1991-10-17,2600,
1991-10-17,100,18.81
1991-11-12,1000,16.93
1991-11-12,2500,23.12
1991-11-12,2000,19.61
1991-11-12,100,17.68
1991-11-12,1500,16.53
1991-11-12,500,17.61
1991-12-12,2000,21.04
1991-12-12,100,20.01
1991-12-12,1500,19.4
1991-12-12,1000,17.62
1991-12-12,500,18.92
1991-12-12,2600,30.37
1991-12-12,2500,26.49
1992-01-30,1500,20.05
1992-01-30,2700,23.05
1992-01-30,2000,19.99
1992-01-30,1000,19.56
1992-01-30,2500,24.1
1992-01-30,500,20.37
1992-01-30,100,19.46
1992-02-11,2000,
1992-02-11,100,
1992-02-11,500,
1992-02-11,2500,
1992-02-11,1500,
1992-02-11,1000,
1992-02-20,1000,22.43
1992-02-20,2700,23.41
1992-02-20,1500,22.93
1992-02-20,100,21.54
1992-02-20,2500,22.55
1992-02-20,2000,22.0
1992-02-20,500,22.5
1992-02-27,2000,
1992-02-27,500,
1992-02-27,1000,
1992-02-27,2500,
1992-02-27,100,
1992-02-27,1500,
1992-03-04,500,
1992-03-04,2500,
1992-03-04,1000,
1992-03-04,100,
1992-03-04,1500,
1992-03-04,2000,
1992-03-19,1500,
1992-03-19,1000,
1992-03-19,100,
1992-03-19,500,
1992-03-19,2000,
1992-03-19,2500,
1992-03-26,1000,
1992-03-26,500,
1992-03-26,1500,
1992-03-26,2500,
1992-03-26,2000,
1992-03-26,100,
1992-03-30,2700,25.65
1992-03-30,100,21.56
1992-03-30,1000,24.42
1992-03-30,500,22.8
1992-03-30,2500,25.84
1992-03-30,1500,21.44
1992-03-30,2000,23.83
1992-04-21,2700,23.4
1992-04-21,500,19.61
1992-04-21,1500,19.83
1992-04-21,100,19.64
1992-04-21,2000,20.32
1992-04-21,2500,23.8
1992-04-21,1000,19.26
1992-05-13,2000,22.3
1992-05-13,1500,18.84
1992-05-13,500,20.28
1992-05-13,2500,25.49
1992-05-13,2700,27.31
1992-05-13,100,19.63
1992-05-13,1000,26.74
1992-06-16,1000,22.27
1992-06-16,100,20.43
1992-06-16,2500,22.86
1992-06-16,2700,28.74
1992-06-16,2000,21.59
1992-06-16,500,24.64
1992-06-16,1500,20.64
1992-07-09,2500,29.56
1992-07-09,1500,20.56
1992-07-09,500,24.71
1992-07-09,2000,18.53
1992-07-09,2700,29.75
1992-07-09,1000,22.81
1992-07-09,100,23.13
1992-08-06,1500,
1992-08-06,100,
1992-08-06,1000,
1992-08-06,500,
1992-08-06,2000,
1992-08-06,2500,
1992-08-17,100,22.01
1992-08-17,1000,17.12
1992-08-17,1500,15.34
1992-08-17,2600,18.98
1992-08-17,2500,20.78
1992-08-17,2000,16.51
1992-08-17,500,18.14
1992-08-27,2500,
1992-08-27,1000,
1992-08-27,2000,
1992-08-27,500,
1992-08-27,1500,
1992-08-27,100,
1992-09-03,1000,
1992-09-03,500,
1992-09-03,2000,
1992-09-03,100,
1992-09-03,1500,
1992-09-03,2500,
1992-09-09,1500,22.11
1992-09-09,2000,23.98
1992-09-09,1000,17.31
1992-09-09,2500,23.95
1992-09-09,500,25.47
1992-09-09,100,23.47
1992-09-09,2700,23.56
1992-09-17,2000,
1992-09-17,2500,
1992-09-17,100,
1992-09-17,500,
1992-09-17,1500,
1992-09-17,1000,
1992-09-24,100,
1992-09-24,500,
1992-09-24,1000,
1992-09-24,1500,
1992-09-24,2000,
1992-09-24,2500,
1992-10-01,2500,
1992-10-01,100,
1992-10-01,1000,
1992-10-01,500,
1992-10-01,1500,
1992-10-01,2000,
1992-10-12,1000,24.36
1992-10-12,2700,21.65
1992-10-12,2500,20.68
1992-10-12,100,22.04
1992-10-12,2000,19.24
1992-10-12,500,26.44
1992-10-12,1500,22.6
1992-11-16,100,21.74
1992-11-16,1500,21.26
1992-11-16,2000,22.01
1992-11-16,2500,23.68
1992-11-16,500,20.49
1992-11-16,1000,21.62
1992-12-15,1500,27.55
1992-12-15,2500,25.23
1992-12-15,2000,24.14
1992-12-15,1000,24.34
1992-12-15,100,23.15
1992-12-15,2700,24.91
1992-12-15,500,28.4
1993-01-19,2700,31.73
1993-01-19,1500,29.82
1993-01-19,100,30.95
1993-01-19,2000,29.41
1993-01-19,500,30.63
1993-01-19,1000,30.83
1993-01-19,2500,30.66
1993-02-02,2500,
1993-02-02,2000,
1993-02-02,500,
1993-02-02,1000,
1993-02-02,1500,
1993-02-02,100,
1993-02-10,2000,
1993-02-10,2500,
1993-02-10,100,
1993-02-10,1500,
1993-02-10,1000,
1993-02-10,500,
1993-02-14,100,29.24
1993-02-14,1000,29.29
1993-02-14,500,29.25
1993-02-14,2000,24.05
1993-02-14,2500,25.16
1993-02-14,1500,26.52
1993-02-14,2700,27.3
1993-02-24,1000,
1993-02-24,100,
1993-02-24,2000,
1993-02-24,500,
1993-02-24,1500,
1993-02-24,2500,
1993-03-04,100,
1993-03-04,500,
1993-03-04,1000,
1993-03-04,1500,
1993-03-04,2500,
1993-03-04,2000,
1993-03-09,1000,
1993-03-09,500,
1993-03-09,2000,
1993-03-09,100,
1993-03-09,2500,
1993-03-09,1500,
1993-03-16,2700,31.58
1993-03-16,2000,29.51
1993-03-16,2500,30.34
1993-03-16,100,29.29
1993-03-16,500,30.04
1993-03-16,1500,28.1
1993-03-16,1000,28.6
1993-03-24,1500,
1993-03-24,100,
1993-03-24,2500,
1993-03-24,500,
1993-03-24,1000,
1993-03-24,2000,
1993-03-31,2500,
1993-03-31,500,
1993-03-31,1000,
1993-03-31,2000,
1993-03-31,100,
1993-03-31,1500,
1993-04-05,2000,
1993-04-05,1500,
1993-04-05,1000,
1993-04-05,2500,
1993-04-05,500,
1993-04-05,100,
1993-04-15,1500,22.37
1993-04-15,2700,32.87
1993-04-15,100,25.02
1993-04-15,2500,33.19
1993-04-15,1000,24.37
1993-04-15,2000,24.55
1993-04-15,500,25.77
1993-04-21,1000,
1993-04-21,1500,
1993-04-21,100,
1993-04-21,500,
1993-04-21,2500,
1993-04-21,2000,
1993-05-17,2600,37.64
1993-05-17,1500,18.92
1993-05-17,1000,19.81
1993-05-17,2000,20.15
1993-05-17,2500,35.6
1993-05-17,500,22.55
1993-05-17,100,22.47
1993-06-14,2700,21.95
1993-06-14,500,18.57
1993-06-14,2000,18.1
1993-06-14,100,17.36
1993-06-14,1000,19.71
1993-06-14,2500,21.53
1993-06-14,1500,20.03
1993-07-13,1500,15.32
1993-07-13,2500,21.64
1993-07-13,2700,22.0
1993-07-13,100,18.85
1993-07-13,500,19.71
1993-07-13,2000,17.16
